Container,Image,Name,Type,Chance,Rarity,Min Ammo,Max Ammo
Weapon box (5x2),,Izhmash wooden AK-74 stock (6P20 Sb.5),Stock,,Common,,
Weapon box (5x2),,Izhmash wooden AKM stock (6P1 Sb.5),Stock,,Common,,
Weapon box (5x2),,Molot wooden VPO-136 stock,Stock,,Common,,
Weapon box (5x2),,Molot wooden VPO-209 stock,Stock,,Common,,
Weapon box (5x2),,EMOD Stock,Stock,,Rare,,
Weapon box (5x2),,HK Slim Line Stock,Stock,,Rare,,
Weapon box (5x2),,Magpul CTR Carbine stock,Stock,,Rare,,
Weapon box (5x2),,Magpul CTR Carbine stock FDE,Stock,,Rare,,
Weapon box (5x2),,Magpul PRS GEN3 stock,Stock,,Rare,,
Weapon box (5x2),,Wooden stock 56-A-231 Sb.5,Stock,,Super Rare,,
Weapon box (5x2),,Armacon Baskak stock,Stock,,Super Rare,,
Weapon box (5x2),,Magpul Rubber Butt-Pad for Carbine stock series,Stock,,Super Rare,,
Weapon box (5x2),,MOE Carbine stock FDE,Stock,,Super Rare,,
Weapon box (5x2),,MOE Carbine stock FG,Stock,,Super Rare,,
Weapon box (5x2),,MOE Carbine stock OD,Stock,,Super Rare,,
Weapon box (5x2),,MOE Carbine stock SG,Stock,,Super Rare,,
Weapon box (5x2),,Troy M7A1 PDW Blk stock,Stock,,Super Rare,,
Weapon box (5x2),,Troy M7A1 PDW FDE stock,Stock,,Super Rare,,
Weapon box (5x2),,UBR GEN2 FDE stock,Stock,,Super Rare,,
Weapon box (5x2),,"Zenit PT-3 ""Klassika"" stock",Stock,,Super Rare,,
Weapon box (5x2),,Recoil pad from GP-25 for AK Accessory Kit,Stock,,Super Rare,,
Weapon box (5x2),,Magpul PRS GEN2 FDE stock,Stock,,Super Rare,,
Weapon box (5x2),,Hera Arms CQR pistol grip-stock,Stock,,Super Rare,,
Weapon box (5x2),,Raptor grip for M870,Stock,,Super Rare,,
Weapon box (5x2),,M14 M14ALCS(MOD. 0) stock,Stock,,Super Rare,,
Weapon box (5x2),,M14 M14ALCS(MOD. 0) stock (buttstock),Stock,,Super Rare,,
Weapon box (5x2),,F93 Pro Stock,Stock,,Super Rare,,
Weapon box (5x2),,Magpul PRS 2polymer stock for FAL,Stock,,Super Rare,,
Weapon box (5x2),,DSA BRS stock for SA-58,Stock,,Super Rare,,
Weapon box (5x2),,"PMM ""ULSS"" foldable MCX/MPX stock",Stock,,Super Rare,,
Weapon box (5x2),,SI Advanced receiver extension buffer tube,Stock,,Super Rare,,
Weapon box (5x2),,SI Advanced receiver extension buffer tube (anodized red),Stock,,Super Rare,,
Weapon box (5x2),,Double Star Ace Socom gen.4 stock for AR-15,Stock,,Super Rare,,
Weapon box (5x2),,LAS/TAC 2 tactical flashlight,Tactical Combo,,Rare,,
Weapon box (5x2),,NcSTAR Tactical blue laser LAM-Module,Tactical Combo,,Rare,,
Weapon box (5x2),,AN/PEQ-2 tactical device,Tactical Combo,,Rare,,
Weapon box (5x2),,AN/PEQ-15 tactical device,Tactical Combo,,Super Rare,,
Weapon box (5x2),,2P Klesch flashlight + laser designator,Tactical Combo,,Super Rare,,
Weapon box (5x2),,X400 tactical flashlight,Tactical Combo,,Super Rare,,
Weapon box (5x2),,Holosun LS321 Tactical device,Tactical Combo,,Super Rare,,
Weapon box (5x2),,2IRS Klesch flashlight + laser designator,Tactical Combo,,Super Rare,,
Weapon box (5x2),,Glock Tactical GL21 flashlight with laser,Tactical Combo,,Super Rare,,
Weapon box (5x2),,Salewa FIRST AID KIT,Med Kit,,Rare,,
Weapon box (5x2),,AI-2 medikit,Med Kit,,Common,,
Weapon box (5x2),,Grizzly First Aid Kit,Med Kit,,Super Rare,,
Weapon box (5x2),,Car first aid kit,Med Kit,,Common,,
Weapon box (5x2),,IFAK personal tactical first aid kit,Med Kit,,Super Rare,,
Weapon box (5x2),,Analgin painkillers,Drugs,,Common,,
Weapon box (5x2),,Morphine injector,Drugs,,Rare,,
Weapon box (5x2),,Golden Star Balm,Drugs,,Super Rare,,
Weapon box (5x2),,Vaseline,Drugs,,Super Rare,,
Weapon box (5x2),,Augmentin antibiotic pills,Drugs,,Super Rare,,
Weapon box (5x2),,Ibuprofen painkillers,Drugs,,Super Rare,,
Weapon box (5x2),,Propital,Stimulator,,Super Rare,,
Weapon box (5x2),,Combat stimulant injector SJ1 TGLabs,Stimulator,,Super Rare,,
Weapon box (5x2),,Combat stimulant injector SJ6 TGLabs,Stimulator,,Super Rare,,
Weapon box (5x2),,Hemostatic drug Zagustin,Stimulator,,Super Rare,,
Weapon box (5x2),,Regenerative stimulant injector eTG-change,Stimulator,,Super Rare,,
Weapon box (5x2),,Adrenaline injector,Stimulator,,Super Rare,,
Weapon box (5x2),,Aseptic bandage,Medical,,Common,,
Weapon box (5x2),,Immobilizing splint,Medical,,Common,,
Weapon box (5x2),,Army bandage,Medical,,Rare,,
Weapon box (5x2),,Immobilizing splint (alu),Medical,,Super Rare,,
Weapon box (5x2),,CMS kit,Medical,,Super Rare,,
Weapon box (5x2),,Surv12 field surgical kit,Medical,,Super Rare,,
Weapon box (5x2),,RGD-5 hand grenade,Thrown Weapon,,Rare,,
Weapon box (5x2),,F-1 Hand grenade,Thrown Weapon,,Super Rare,,
Weapon box (5x2),,M67 Hand grenade,Thrown Weapon,,Rare,,
Weapon box (5x2),,Zarya stun grenade,Thrown Weapon,,Rare,,
Weapon box (5x2),,RDG-2B Smoke grenade,Thrown Weapon,,Rare,,
Weapon box (6x3),,Simonov Semi-Automatic Carbine SKS 7.62x39,Assault Carbine,,Rare,,
Weapon box (6x3),,Simonov Semi-Automatic Carbine SKS 7.62x39 Hunting Rifle Version,Assault Carbine,,Rare,,
Weapon box (6x3),,Vepr Hunter/VPO-101 7.62x51 carbine,Assault Carbine,,Rare,,
Weapon box (6x3),,AS VAL,Assault Carbine,,Super Rare,,
Weapon box (6x3),,Colt M4A1 5.56x45 Assault Rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,AK-74N 5.45x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,Kalashnikov AKS-74U 5.45x39,Assault Rifle,,Rare,,
Weapon box (6x3),,Kalashnikov AKS-74UN 5.45x39,Assault Rifle,,Rare,,
Weapon box (6x3),,Kalashnikov AKS-74UB 5.45x39,Assault Rifle,,Rare,,
Weapon box (6x3),,AKM 7.62x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,Vepr KM / VPO-136 7.62x39 carbine,Assault Rifle,,Rare,,
Weapon box (6x3),,Vepr AKM / VPO-209 366TKM carbine,Assault Rifle,,Rare,,
Weapon box (6x3),,AKMS 7.62x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,AKS-74N 5.45x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,AKMSN 7.62x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,AK-74M 5.45x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,AK-103 7.62x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,AK-104 7.62x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,AK-105 5.45x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,AKS-74 5.45x39 assault rifle,Assault Rifle,,Rare,,
Weapon box (6x3),,ADAR 2-15 .223 Carbine,Assault Rifle,,Rare,,
Weapon box (6x3),,AKMN 7.62x39 assault rifle,Assault Rifle,,Super Rare,,
Weapon box (6x3),,DS Arms SA-58 7.62x51,Assault Rifle,,Super Rare,,
Weapon box (6x3),,HK 416A5 5.56x45 Assault Rifle,Assault Rifle,,Super Rare,,
Weapon box (6x3),,DT MDR 5.56x45 Assault Rifle,Assault Rifle,,Super Rare,,
Weapon box (6x3),,Lone Star TX-15 DML Rifle,Assault Rifle,,Super Rare,,
Weapon box (6x3),,Monstrum Compact prism scope 2x32,Assault Scope,,Rare,,
Weapon box (6x3),,ELCAN SpecterDR 1x/4x Scope,Assault Scope,,Super Rare,,
Weapon box (6x3),,Sig BRAVO4 4X30 Scope,Assault Scope,,Super Rare,,
Weapon box (6x3),,Trijicon ACOG 3.5x35 scope,Assault Scope,,Super Rare,,
Weapon box (6x3),,Trijicon ACOG TA01NSN 4x32 scope TAN,Assault Scope,,Super Rare,,
Weapon box (6x3),,Cobra Family Sights Shade,Auxiliary Mod,,Rare,,
Weapon box (6x3),,REAP-IR scope eyecup,Auxiliary Mod,,Super Rare,,
Weapon box (6x3),,Vulcan MG scope eyecup,Auxiliary Mod,,Super Rare,,
Weapon box (6x3),,Basic barrel for Glock 17 9x19,Barrel,,Rare,,
Weapon box (6x3),,508mm barrel for M870 12ga with a fixed sight,Barrel,,Rare,,
Weapon box (6x3),,370mm barrel for AR-15 and compatible 5.56x45,Barrel,,Super Rare,,
Weapon box (6x3),,Homespun 121mm 7.62x25 TT barrel with threading,Barrel,,Super Rare,,
Weapon box (6x3),,Threaded barrel for P226 9x19,Barrel,,Super Rare,,
Weapon box (6x3),,500mm .308 barrel for DVL-10,Barrel,,Super Rare,,
Weapon box (6x3),,203 mm 9x19 barrel for MPX,Barrel,,Super Rare,,
Weapon box (6x3),,165 mm 9x19 barrel for MPX-SD,Barrel,,Super Rare,,
Weapon box (6x3),,"18"" barrel for a AR-10 and compatible 7.62x51 NATO",Barrel,,Super Rare,,
Weapon box (6x3),,Threaded barrel for Glock 9x19 manufactured by Salient Arms,Barrel,,Super Rare,,
Weapon box (6x3),,Barrel with compensator for Glock 17 9x19,Barrel,,Super Rare,,
Weapon box (6x3),,355mm barrel for M870 12ga,Barrel,,Super Rare,,
Weapon box (6x3),,"11"" barrel for SA-58 7.62x51",Barrel,,Super Rare,,
Weapon box (6x3),,"16"" barrel for SA-58 7.62x51",Barrel,,Super Rare,,
Weapon box (6x3),,"11"" barrel for 416A5 and compatible 5.56x45",Barrel,,Super Rare,,
Weapon box (6x3),,Sawn off 220mm Mosin barrel,Barrel,,Super Rare,,
Weapon box (6x3),,"26"" barrel for a Remington M700 7.62x51 NATO",Barrel,,Super Rare,,
Weapon box (6x3),,Walther MRS reflex sight,Collimator,,Rare,,
Weapon box (6x3),,OKP-7 reflex sight,Collimator,,Rare,,
Weapon box (6x3),,Eotech XPS3-2 holographic sight,Collimator,,Rare,,
Weapon box (6x3),,Cobra EKP-8-18 reflex sight,Collimator,,Rare,,
Weapon box (6x3),,Cobra EKP-8-02 reflex sight,Collimator,,Rare,,
Weapon box (6x3),,Holosun HS401G5 reflex sight,Collimator,,Rare,,
Weapon box (6x3),,Eotech 553 holographic sight,Collimator,,Super Rare,,
Weapon box (6x3),,Eotech XPS3-0 holographic sight,Collimator,,Super Rare,,
Weapon box (6x3),,"VOMZ Pilad P1X42 ""WEAVER"" reflex sight",Collimator,,Super Rare,,
Weapon box (6x3),,Vortex Razor AMG UH-1 holographic sight,Collimator,,Super Rare,,
Weapon box (6x3),,Aimpoint COMP M4 reflex sight,Collimator,,Super Rare,,
Weapon box (6x3),,Belomo PK-06 reflex sight,Compact Collimator,,Super Rare,,
Weapon box (6x3),,Trijicon RMR,Compact Collimator,,Super Rare,,
Weapon box (6x3),,Working LCD,Electronics,,Rare,,
Weapon box (6x3),,Broken LCD,Electronics,,Rare,,
Weapon box (6x3),,VPX Flash Storage Module,Electronics,,Super Rare,,
Weapon box (6x3),,UHF RFID Reader,Electronics,,Super Rare,,
Weapon box (6x3),,Virtex programmable processor,Electronics,,Super Rare,,
Weapon box (6x3),,Military COFDM wireless Signal Transmitter,Electronics,,Super Rare,,
Weapon box (6x3),,Izhmash 5.45x39 AK-74 muzzlebrake & compensator (6P20 0-20),Flash Hider,,Common,,
Weapon box (6x3),,Izhmash 5.45x39 muzzle break for AKS-74U (6P26 0-20),Flash Hider,,Common,,
Weapon box (6x3),,Colt USGI A2 5.56x45 Flashhider for AR-15,Flash Hider,,Rare,,
Weapon box (6x3),,Izhmash 7.62x39 AKM muzzlebrake & compensator (6P1 0-14),Flash Hider,,Rare,,
Weapon box (6x3),,Molot 7.62x39 Vepr KM / VPO-136 muzzlebrake & compensator,Flash Hider,,Rare,,
Weapon box (6x3),,Izhmash 7.62x39 flash hider for AKML system,Flash Hider,,Rare,,
Weapon box (6x3),,ADAR 2-15.56x45 Flashhider,Flash Hider,,Rare,,
Weapon box (6x3),,Surefire WarComp 5.56x45 Flashhider for AR-15,Flash Hider,,Rare,,
Weapon box (6x3),,Lantac Drakon 7.62x39 muzzlebrake & compensator for AK,Flash Hider,,Rare,,
Weapon box (6x3),,SRVV 5.45x39 AK-74 muzzlebrake,Flash Hider,,Rare,,
Weapon box (6x3),,SRVV 7.62x39 AK muzzlebrake & compensator,Flash Hider,,Rare,,
Weapon box (6x3),,Zenit DTK-1 7.62x39 & 5.45x39 muzzlebrake & compensator for AK,Flash Hider,,Super Rare,,
Weapon box (6x3),,Noveske KX3 5.56x45 flashhider,Flash Hider,,Super Rare,,
Weapon box (6x3),,DVL-10 M2 muzzle break,Flash Hider,,Super Rare,,
Weapon box (6x3),,DVL-10 muzzle device,Flash Hider,,Super Rare,,
Weapon box (6x3),,PWS CQB 5.56 x 45 Muzzle brake,Flash Hider,,Super Rare,,
Weapon box (6x3),,PWS CQB 74 5.45x39 Muzzle brake,Flash Hider,,Super Rare,,
Weapon box (6x3),,Decelerator 3 Port 9x19 Compensator,Flash Hider,,Super Rare,,
Weapon box (6x3),,Lone Wolf Compensator 9 9x19,Flash Hider,,Super Rare,,
Weapon box (6x3),,National Match 7.62x51 muzzlebrake & compensator for M1A,Flash Hider,,Super Rare,,
Weapon box (6x3),,Texas Precision Products muzzlebrake for Mosin rifle,Flash Hider,,Super Rare,,
Weapon box (6x3),,Ultrafire WF-501B Flashlight,Flashlight,,Super Rare,,
Weapon box (6x3),,Armytek Predator Pro v3 XHP35 HI Flashlight,Flashlight,,Super Rare,,
Weapon box (6x3),,Magpul AFG grip black,Foregrip,,Rare,,
Weapon box (6x3),,Magpul AFG grip FDE,Foregrip,,Rare,,
Weapon box (6x3),,Magpul AFG grip FG,Foregrip,,Rare,,
Weapon box (6x3),,Magpul AFG grip OD,Foregrip,,Rare,,
Weapon box (6x3),,Magpul RVG grip black,Foregrip,,Rare,,
Weapon box (6x3),,Zenit RK-0 Foregrip,Foregrip,,Rare,,
Weapon box (6x3),,Zenit RK-4 Foregrip,Foregrip,,Rare,,
Weapon box (6x3),,BCM MOD.3 Tactical grip,Foregrip,,Rare,,
Weapon box (6x3),,KAC Vertical pistol grip,Foregrip,,Rare,,
Weapon box (6x3),,Tango Down Stubby BGV-MK46K tactical grip,Foregrip,,Super Rare,,
Weapon box (6x3),,Tango Down Stubby BGV-MK46K tactical grip FDE,Foregrip,,Super Rare,,
Weapon box (6x3),,Tango Down Stubby BGV-MK46K tactical grip FG,Foregrip,,Super Rare,,
Weapon box (6x3),,Viking Tactical UVG Tactical grip,Foregrip,,Super Rare,,
Weapon box (6x3),,Hera Arms CQR tactical grip,Foregrip,,Super Rare,,
Weapon box (6x3),,VS-24 white handguard with a VS-33c gas block combo for AK,Gasblock,,Super Rare,,
Weapon box (6x3),,Wooden AK-74 handguard (6P20 Sb.6),Handguard,,Common,,
Weapon box (6x3),,Wooden AK-74 handguard (6P1 Sb.6-1),Handguard,,Common,,
Weapon box (6x3),,Polymer AK-74 foregrip (6P20 Sb.9),Handguard,,Rare,,
Weapon box (6x3),,MP5 Wide Tropical Polymer handguard,Handguard,,Rare,,
Weapon box (6x3),,MP5SD Polymer handguard,Handguard,,Rare,,
Weapon box (6x3),,Wooden AKM / VPO-209 handguard,Handguard,,Rare,,
Weapon box (6x3),,Aim sport Universal keymod foregrip for FAL,Handguard,,Rare,,
Weapon box (6x3),,Midwest 6.5 inch M-LOK foregrip for MPX,Handguard,,Rare,,
Weapon box (6x3),,Magpul MOE SL carbine length M-LOK foregrip for AR15,Handguard,,Rare,,
Weapon box (6x3),,Daniel Defence FDE RIS II FSP 9.5 foregrip for AR-15-compatible systems,Handguard,,Rare,,
Weapon box (6x3),,Polymer AK-100 series foregrip,Handguard,,Rare,,
Weapon box (6x3),,TDI AKM-L handguard for AK,Handguard,,Rare,,
Weapon box (6x3),,TDI AKM-L handguard for AK Anodized Bronze,Handguard,,Rare,,
Weapon box (6x3),,Knight's Armament KAC RIS handguard for AR-15 and compatibles,Handguard,,Super Rare,,
Weapon box (6x3),,Custom plastic MP-133 forestock with mounts,Handguard,,Super Rare,,
Weapon box (6x3),,Daniel Defence RIS II 9.5 foregrip for AR-15-compatible systems (Flat Dark Earth),Handguard,,Super Rare,,
Weapon box (6x3),,CAA RS47 foregrip for AK-compatible systems,Handguard,,Super Rare,,
Weapon box (6x3),,Izhmekh MP-153 Polymer stock,Handguard,,Super Rare,,
Weapon box (6x3),,Magpul MOE AK HAND GUARD (Black) for AK,Handguard,,Super Rare,,
Weapon box (6x3),,Magpul MOE AK HAND GUARD (Plum) for AK,Handguard,,Super Rare,,
Weapon box (6x3),,B-11 AKS-74U Handguard,Handguard,,Super Rare,,
Weapon box (6x3),,SOK-12 aluminum handguard MTU002 Short Top,Handguard,,Super Rare,,
Weapon box (6x3),,Daniel Defence RIS II 9.5 foregrip for AR-15-compatible systems (Black),Handguard,,Super Rare,,
Weapon box (6x3),,Handguard War Sport LVOA-S blk. for use with AR-15 and compatible,Handguard,,Super Rare,,
Weapon box (6x3),,Handguard War Sport LVOA-C blk. for use with AR-15 and compatible,Handguard,,Super Rare,,
Weapon box (6x3),,Krebs Custom UFM Keymod System handguard for AKM,Handguard,,Super Rare,,
Weapon box (6x3),,Magpul MOE M870 forestock,Handguard,,Super Rare,,
Weapon box (6x3),,MP5 TL-99 Aluminum handguard,Handguard,,Super Rare,,
Weapon box (6x3),,XRSU47SU Tactical Handguard for AKS-74U,Handguard,,Super Rare,,
Weapon box (6x3),,Strike industries TRAX 1 foregrip,Handguard,,Super Rare,,
Weapon box (6x3),,Hexagon handguard for AK(anodized red),Handguard,,Super Rare,,
Weapon box (6x3),,Midwest 10.5 inch M-LOK foregrip for MPX,Handguard,,Super Rare,,
Weapon box (6x3),,"Midwest 9"" M-LOK foregrip for 416A5",Handguard,,Super Rare,,
Weapon box (6x3),,"SAI 10"" QD Rail foregrip for AR15",Handguard,,Super Rare,,
Weapon box (6x3),,Magpul Zhukov-U HAND GUARD (Black) for AK,Handguard,,Super Rare,,
Weapon box (6x3),,Noveske SWS N6 Split handguard for AR-10-compatible systems,Handguard,,Super Rare,,
Weapon box (6x3),,Wooden CAF WASR 10-63 handguard,Handguard,,Super Rare,,
Weapon box (6x3),,TDI AKM-L handguard for AK Anodized Red,Handguard,,Super Rare,,
Weapon box (6x3),,Sig Sauer Standard Frontsight,Iron Sight,,Rare,,
Weapon box (6x3),,Glock Rear Sight,Iron Sight,,Rare,,
Weapon box (6x3),,AKMP system front sight device,Iron Sight,,Super Rare,,
Weapon box (6x3),,Dead Ringer Snake Eye Glock front sight,Iron Sight,,Super Rare,,
Weapon box (6x3),,Truglo TFX Glock front sight,Iron Sight,,Super Rare,,
Weapon box (6x3),,Truglo TFX Glock rear sight,Iron Sight,,Super Rare,,
Weapon box (6x3),,Magpul MBUS Gen.2 Rearsight FDE,Iron Sight,,Super Rare,,
Weapon box (6x3),,ER Fulcrum Bayonet,Knife,,Super Rare,,
Weapon box (6x3),,Antique axe,Knife,,Super Rare,,
Weapon box (6x3),,SP-8 Survival Machete,Knife,,Super Rare,,
Weapon box (6x3),,Red Rebel Ice pick,Knife,,Super Rare,,
Weapon box (6x3),,Camper axe,Knife,,Super Rare,,
Weapon box (6x3),,"90-93 9x18PM Magazine, for 8 PM rounds",Magazine,,Common,,
Weapon box (6x3),,PMAG GEN M3 20 5.56x45 STANAG 20-round magazine,Magazine,,Common,,
Weapon box (6x3),,10-round Saiga 545 5.45x39 magazine for AK-74 and compatibles,Magazine,,Common,,
Weapon box (6x3),,TT-105 7.62x25 TT Magazine,Magazine,,Common,,
Weapon box (6x3),,Sb.5 5-round 12/76 magazine for SOK-12 and compatible weapons,Magazine,,Common,,
Weapon box (6x3),,Standard 9x18PM 20-round magazine for PP-91,Magazine,,Common,,
Weapon box (6x3),,Izhmash AK magazine (issued ‘55 or later) 30-round for 7.62x39 AK and compatibles,Magazine,,Common,,
Weapon box (6x3),,2-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,Magazine,,Common,,
Weapon box (6x3),,PMAG GEN M3 10 5.56x45 STANAG 10-round magazine,Magazine,,Common,,
Weapon box (6x3),,PMAG GEN M3 W 30 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (6x3),,30-round 6L23 5.45x39 magazine for AK-74 and compatibles,Magazine,,Rare,,
Weapon box (6x3),,45-round 6L26 5.45x39 magazine for AK-74 and compatibles,Magazine,,Rare,,
Weapon box (6x3),,Colt AR-15 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (6x3),,6L20 30-round 5.45x39 magazine for AK-74 and compatible weapons,Magazine,,Rare,,
Weapon box (6x3),,P226 magazine,Magazine,,Rare,,
Weapon box (6x3),,MP-443 9x19 18-round magazine,Magazine,,Rare,,
Weapon box (6x3),,ProMag SKS-A5 7.62x39 20-round SKS magazine,Magazine,,Rare,,
Weapon box (6x3),,"7.62x39 ribbed metal magazine for AK and compatibles, 10-round capacity",Magazine,,Rare,,
Weapon box (6x3),,SR1-MP magazine,Magazine,,Rare,,
Weapon box (6x3),,"Palm US AK30 7.62x39 magazine for AK and compatibles, 30-round capacity (FDE)",Magazine,,Rare,,
Weapon box (6x3),,4-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,Magazine,,Rare,,
Weapon box (6x3),,Glock 9x19 magazine,Magazine,,Rare,,
Weapon box (6x3),,PMAG GEN M3 30 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (6x3),,"Izhmash 7.62x39 AK aluminium magazine for AK and compatibles, 10-round capacity",Magazine,,Rare,,
Weapon box (6x3),,FAL/SA-58 7.62x51 10 rnd,Magazine,,Rare,,
Weapon box (6x3),,British FAL/L1A1 7.62x51 30 rnd magazine,Magazine,,Rare,,
Weapon box (6x3),,30-round 5.45x39 magazine for AK-12 and compatibles,Magazine,,Rare,,
Weapon box (6x3),,10-round SVD 7.62x54 magazine,Magazine,,Rare,,
Weapon box (6x3),,"7.62x51 metal magazine for VPO-101 and compatibles, 10-round capacity",Magazine,,Rare,,
Weapon box (6x3),,5-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,Magazine,,Rare,,
Weapon box (6x3),,HK PM Gen.2 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (6x3),,40-round PMAG GEN M3 FDE 40 5.56x45 STANAG magazine,Magazine,,Rare,,
Weapon box (6x3),,10-round .308 AICS M700 magazine,Magazine,,Rare,,
Weapon box (6x3),,40-round PMAG GEN M3 40 5.56x45 STANAG magazine,Magazine,,Super Rare,,
Weapon box (6x3),,10-round polymer magazine 7.62x54R for SV-98,Magazine,,Super Rare,,
Weapon box (6x3),,60-round 6L31 5.45x39 magazine for AK-74 and compatibles,Magazine,,Super Rare,,
Weapon box (6x3),,PM/PPSH 9x18PM 84-round drum mag for PM,Magazine,,Super Rare,,
Weapon box (6x3),,6L18 45-round 5.45x39 magazine for AK-74 and compatible weapons,Magazine,,Super Rare,,
Weapon box (6x3),,10-round 6L24 9x39 VSS magazine,Magazine,,Super Rare,,
Weapon box (6x3),,20-round 6L25 9x39 VSS magazine,Magazine,,Super Rare,,
Weapon box (6x3),,Standard 9x18PM 30-round magazine for PP-91,Magazine,,Super Rare,,
Weapon box (6x3),,10-round .308 DVL-10 magazine,Magazine,,Super Rare,,
Weapon box (6x3),,Standard MPX 30-round 9x19 magazine,Magazine,,Super Rare,,
Weapon box (6x3),,Standard MP5 30-round 9x19 magazine,Magazine,,Super Rare,,
Weapon box (6x3),,Magpul PMAG D-60 5.56x45 60-round magazine,Magazine,,Super Rare,,
Weapon box (6x3),,"PMAG 30 AK/AKM GEN M3 7.62x39 magazine for AK and compatibles, 30-round capacity",Magazine,,Super Rare,,
Weapon box (6x3),,"Molot 6P2.Sb-11 7.62x39 magazine for AK and compatibles, 40-round capacity",Magazine,,Super Rare,,
Weapon box (6x3),,"Palm US AK30 7.62x39 magazine for AK and compatibles, 30-round capacity (black)",Magazine,,Super Rare,,
Weapon box (6x3),,X Products X-5 MP5 50-round 9x19 magazine,Magazine,,Super Rare,,
Weapon box (6x3),,"SGMT Drum mag for Glock 9x19, 50 rounds capacity",Magazine,,Super Rare,,
Weapon box (6x3),,30-round SR3M.130 9x39 SR3M magazine,Magazine,,Super Rare,,
Weapon box (6x3),,"Pmag 30 AK74 GEN M3 5.45x39 magazine for AK and compatibles, 30-round capacity",Magazine,,Super Rare,,
Weapon box (6x3),,M1A 20 round 7.62x51 magazine,Magazine,,Super Rare,,
Weapon box (6x3),,X-FAL FAL/SA-58 7.62x51 50 rnd magazine,Magazine,,Super Rare,,
Weapon box (6x3),,"FAL/SA-58 ""MMW"" 7.62x51 20 rnd plastic mag",Magazine,,Super Rare,,
Weapon box (6x3),,ProMag AK-A-16 73-round 7.62x39 magazine for AKM and compatibles,Magazine,,Super Rare,,
Weapon box (6x3),,TROY Battlemag 5.56x45 STANAG 30-round magazine,Magazine,,Super Rare,,
Weapon box (6x3),,X-47 AK 7.62x39 50 rnd magazine,Magazine,,Super Rare,,
Weapon box (6x3),,Special Sniper Rifle VSS Vintorez,Marksman Rifle,,Super Rare,,
Weapon box (6x3),,Remington R11 RSASS 7.62x51,Marksman Rifle,,Super Rare,,
Weapon box (6x3),,Springfield Armory M1A 7.62x51,Marksman Rifle,,Super Rare,,
Weapon box (6x3),,SVDS 7.62x54 Sniper rifle,Marksman Rifle,,Super Rare,,
Weapon box (6x3),,B-8 mount,Mount,,Rare,,
Weapon box (6x3),,Vltor CASV keymod 2 inch guide,Mount,,Rare,,
